발생년,발생년월일시,발생분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2018,2018021406,35,주,수,1,1,0,0,0,서울,서대문구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,950497.0,1954702.0,126.9392741,37.59038756
2018,2018090205,23,야,일,1,1,0,0,0,서울,용산구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,953337.0,1950150.0,126.9717317,37.54950802
2018,2018121522,35,야,토,1,1,0,0,0,서울,성북구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,956967.0,1954807.0,127.0125517,37.59165934
2018,2018082311,30,주,목,1,1,0,0,0,서울,강북구,차량단독,기타,기타,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,승합차,승합차,없음,없음,958020.0,1959193.0,127.0242273,37.63123983
2018,2018071600,50,야,월,1,1,0,0,0,서울,강북구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,957606.0,1958258.0,127.0195897,37.62279351
2018,2018123004,19,야,일,1,1,0,0,0,서울,강북구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,957823.0,1957100.0,127.0221154,37.61236625
2018,2018012907,17,주,월,1,1,0,0,0,서울,광진구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,단일로,기타단일로,화물차,화물차,보행자,보행자,963182.0,1948990.0,127.0832413,37.53949856
2018,2018051104,47,야,금,1,1,0,0,0,서울,마포구,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,951656.0,1949822.0,126.9527236,37.54646503
2018,2018042423,50,야,화,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,947686.0,1946843.0,126.9079958,37.51939806
2018,2018020407,7,주,일,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,교차로,교차로내,승합차,승합차,보행자,보행자,946758.0,1944726.0,126.8976481,37.50026411
2018,2018112904,18,야,목,1,1,0,0,0,서울,성동구,차대사람,기타,기타,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,959955.0,1950388.0,127.0466383,37.55196461
2018,2018061711,5,주,일,1,1,0,0,0,서울,성동구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,자전거,자전거,자전거,자전거,958712.0,1949157.0,127.0326356,37.54081437
2018,2018010414,20,주,목,1,1,0,0,0,서울,동작구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,기타,기타,화물차,화물차,보행자,보행자,949202.0,1944843.0,126.9252888,37.50145641
2018,2018020612,0,주,화,1,1,0,0,0,서울,동작구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,950276.0,1945198.0,126.9374151,37.50471459
2018,2018080421,30,야,토,1,1,0,0,0,서울,중랑구,차대사람,보도통행중,보도통행중,운전자법규위반,신호위반,단일로,기타단일로,자전거,자전거,보행자,보행자,963551.0,1954643.0,127.087137,37.59046559
2018,2018080910,55,주,목,1,1,0,0,0,서울,관악구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,948543.0,1941973.0,126.9180342,37.47555196
2018,2018031708,0,주,토,1,4,3,0,0,서울,강남구,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,특수차,특수차,960119.0,1947879.0,127.0486312,37.52935729
2018,2018071903,20,야,목,1,1,0,0,0,서울,강남구,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,건설기계,건설기계,958982.0,1947813.0,127.0357669,37.52871253
2018,2018091819,30,야,화,1,1,0,0,0,서울,강서구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,교차로,교차로내,승합차,승합차,보행자,보행자,944291.0,1950110.0,126.8693309,37.54864494
2018,2018011907,18,주,금,1,1,0,0,0,서울,송파구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,965139.0,1946555.0,127.1055086,37.51762701
2018,2018041502,12,야,일,1,4,0,3,0,서울,송파구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,965125.0,1947519.0,127.1053044,37.52631541
2018,2018082203,50,야,수,1,1,0,0,0,서울,송파구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,966367.0,1945328.0,127.1194606,37.5066131
2018,2018121822,10,야,화,1,1,0,0,0,서울,구로구,차대사람,보도통행중,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,945726.0,1944557.0,126.8859857,37.49868078
2018,2018050305,31,야,목,1,4,0,3,0,서울,서초구,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,956481.0,1946430.0,127.007544,37.51613248
2018,2018051701,37,야,목,1,1,0,0,0,서울,양천구,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,이륜차,이륜차,945233.0,1949387.0,126.8800484,37.54218497
2018,2018061919,20,야,화,1,1,0,0,0,서울,도봉구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,959755.0,1963419.0,127.043657,37.66940705
2018,2018091012,10,주,월,1,1,0,0,0,서울,은평구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,949895.0,1957444.0,126.9322677,37.6150688
2018,2018010119,17,야,월,1,1,0,0,0,서울,은평구,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,949007.0,1957743.0,126.9221856,37.61771486
2018,2018092023,50,야,목,1,1,0,0,0,서울,강남구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,958436.0,1943919.0,127.0298078,37.49359011
2018,2018010813,8,주,월,1,1,0,0,0,서울,강남구,차대사람,기타,기타,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,960661.0,1943434.0,127.0550033,37.4893161
2018,2018081000,30,야,금,1,1,0,0,0,부산,동구,차대사람,기타,기타,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,1141334.0,1682867.0,129.0512513,35.13109241
2018,2018082219,41,야,수,1,1,0,0,0,부산,동래구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,1145262.0,1689956.0,129.0955973,35.19443107
2018,2018100602,48,야,토,1,1,0,0,0,부산,동래구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1143632.0,1690680.0,129.0778252,35.20119156
2018,2018101006,20,주,수,1,2,1,0,0,부산,영도구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,이륜차,이륜차,없음,없음,1142533.0,1678947.0,129.0637316,35.09558877
2018,2018041702,15,야,화,1,2,0,1,0,부산,해운대구,차량단독,공작물충돌,공작물충돌,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,없음,없음,1152158.0,1688630.0,129.171072,35.18145782
2018,2018022006,50,주,화,1,1,0,0,0,부산,부산진구,차대사람,보도통행중,보도통행중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,1138507.0,1684783.0,129.0205538,35.14875647
2018,2018020823,33,야,목,1,1,0,0,0,부산,부산진구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1143194.5,1685568.1,129.0721332,35.15517659
2018,2018031220,45,야,월,1,1,0,0,0,부산,부산진구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,1139745.0,1686592.0,129.0344467,35.16489144
2018,2018050217,35,주,수,1,1,0,0,0,부산,부산진구,차대사람,기타,기타,운전자법규위반,보행자 보호의무 위반,교차로,교차로부근,승용차,승용차,보행자,보행자,1140107.0,1686890.0,129.0384709,35.16752718
2018,2018100602,11,야,토,1,1,0,0,0,부산,부산진구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1142517.0,1686693.0,129.0648916,35.16541253
2018,2018101907,30,주,금,1,1,0,0,0,부산,금정구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1144747.8,1696996.3,129.0911898,35.25796393
2018,2018021505,30,야,목,1,2,0,1,0,부산,금정구,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,화물차,화물차,1144776.9,1696251.4,129.0913783,35.25124552
2018,2018122018,25,야,목,1,1,0,0,0,부산,사하구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,1133106.0,1678429.0,128.9602555,35.09220898
2018,2018092210,52,주,토,1,1,0,0,0,부산,강서구,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,이륜차,이륜차,1126999.0,1689696.0,128.8950082,35.1945642
2018,2018091814,17,주,화,1,1,0,0,0,부산,강서구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1128065.0,1679615.0,128.9051511,35.10355361
2018,2018083100,45,야,금,1,1,0,0,0,부산,강서구,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1133468.0,1690086.0,128.9661093,35.19724042
2018,2018070804,14,야,일,1,1,0,0,0,부산,사상구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1135786.5,1686369.0,128.9909576,35.16342399
2018,2018072102,45,야,토,1,2,0,0,1,부산,사상구,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,1133461.0,1682866.0,128.9648647,35.13215856
2018,2018091400,49,야,금,1,1,0,0,0,부산,기장군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1152520.0,1705558.0,129.1781892,35.33397812
2018,2018021123,29,야,일,1,1,0,0,0,경남,김해시,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,1127356.0,1693100.0,128.8994551,35.22520409
2018,2018031920,55,야,월,1,2,0,1,0,경남,김해시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,터널안,승용차,승용차,승용차,승용차,1122909.0,1708908.0,128.8529714,35.36826003
2018,2018010103,15,야,월,2,5,2,1,0,경남,양산시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,1140544.0,1708565.0,129.0469778,35.36283936
2018,2018103106,20,주,수,1,1,0,0,0,경기,수원시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,957146.0,1919735.0,127.0166165,37.27554815
2018,2018083113,15,주,금,1,1,0,0,0,경기,수원시,차대사람,기타,기타,운전자법규위반,과속,단일로,기타단일로,화물차,화물차,보행자,보행자,957016.0,1921057.0,127.0150737,37.28745823
2018,2018063001,55,야,토,1,1,0,0,0,경기,수원시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,956769.0,1921508.0,127.0122611,37.29151195
2018,2018062211,16,주,금,1,1,0,0,0,경기,수원시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,955255.0,1923087.0,126.9950853,37.30567284
2018,2018122713,50,주,목,1,1,0,0,0,경기,성남시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,968885.0,1939179.0,127.1482099,37.45127726
2018,2018032820,11,야,수,1,1,0,0,0,경기,평택시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,960830.0,1901098.0,127.0591478,37.10771905
2018,2018120400,45,야,화,1,1,0,0,0,경기,평택시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,950004.0,1887692.0,126.9381989,36.98636278
2018,2018082620,55,야,일,1,1,0,0,0,경기,평택시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,960603.0,1891813.0,127.0570799,37.02401398
2018,2018062120,48,야,목,1,1,0,0,0,경기,평택시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,951629.0,1889001.0,126.9563742,36.99824716
2018,2018123015,31,주,일,1,2,0,1,0,경기,평택시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,이륜차,승합차,승합차,966067.0,1888699.0,127.1186478,36.99615709
2018,2018062606,10,주,화,4,5,1,0,0,경기,안성시,차대차,기타,기타,운전자법규위반,과속,교차로,교차로내,승용차,승용차,승용차,승용차,972444.0,1889857.0,127.1902716,37.00680425
2018,2018100616,5,주,토,1,1,0,0,0,경기,안성시,차대사람,보도통행중,보도통행중,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,화물차,화물차,보행자,보행자,976602.0,1890532.0,127.2369859,37.01300168
2018,2018012823,20,야,일,1,1,0,0,0,경기,안성시,차량단독,전복,전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,976680.0,1891027.0,127.2378473,37.0174657
2018,2018082514,40,주,토,1,1,0,0,0,경기,광주시,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,기타,기타,이륜차,이륜차,승용차,승용차,975669.0,1939694.0,127.2248927,37.45612269
2018,2018010918,40,야,화,1,1,0,0,0,경기,여주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1012512.0,1918276.0,127.6411101,37.26329951
2018,2018122409,30,주,월,1,1,0,0,0,경기,용인시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,974222.0,1914977.0,127.2093917,37.23328969
2018,2018041411,12,주,토,1,1,0,0,0,경기,용인시,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,이륜차,이륜차,승용차,승용차,977823.0,1926535.0,127.2496423,37.3375651
2018,2018083116,34,주,금,1,1,0,0,0,경기,용인시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,983159.0,1907336.0,127.3103148,37.1646175
2018,2018062323,30,야,토,2,2,0,0,0,경기,용인시,차대차,기타,기타,운전자법규위반,과속,교차로,교차로내,승용차,승용차,승용차,승용차,978427.0,1914100.0,127.2568218,37.22549125
2018,2018051821,13,야,금,1,5,0,4,0,경기,용인시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,교차로,교차로부근,화물차,화물차,승용차,승용차,988499.0,1907831.0,127.370453,37.16916051
2018,2018030303,23,야,토,1,2,0,1,0,경기,용인시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,974185.0,1915297.0,127.2089635,37.23617313
2018,2018093004,40,야,일,1,1,0,0,0,경기,김포시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,923070.0,1961098.0,126.6279596,37.64614657
2018,2018071710,30,주,화,1,1,0,0,0,경기,부천시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,938764.0,1942322.0,126.8074139,37.47810105
2018,2018121101,15,야,화,1,1,0,0,0,경기,오산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,961264.0,1908079.0,127.063671,37.17066353
2018,2018052215,15,주,화,1,1,0,0,0,경기,부천시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,933539.0,1945295.0,126.7480545,37.50453525
2018,2018020515,30,주,월,1,1,0,0,0,경기,광명시,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,화물차,화물차,자전거,자전거,944558.0,1940561.0,126.8730735,37.46259479
2018,2018033116,22,주,토,1,1,0,0,0,경기,광명시,차대차,측면충돌,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,자전거,자전거,승용차,승용차,942484.0,1935207.0,126.85004,37.41421149
2018,2018080913,8,주,목,1,1,0,0,0,경기,군포시,차대사람,보도통행중,보도통행중,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,보행자,보행자,950712.0,1927458.0,126.9435325,37.34484107
2018,2018091719,36,야,월,1,1,0,0,0,경기,군포시,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로부근,이륜차,이륜차,승용차,승용차,951942.0,1927988.0,126.9573844,37.34968273
2018,2018020221,0,야,금,1,1,0,0,0,경기,군포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,948141.0,1924333.0,126.9147255,37.31653393
2018,2018062013,9,주,수,1,1,0,0,0,경기,성남시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,기타,기타,이륜차,이륜차,승용차,승용차,965283.0,1930995.0,127.1078708,37.37738183
2018,2018062006,20,주,수,1,1,0,0,0,경기,시흥시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,자전거,자전거,934017.0,1927851.0,126.7550217,37.34734652
2018,2018061602,43,야,토,1,1,0,0,0,경기,안산시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,942112.0,1924324.0,126.8466875,37.31609673
2018,2018051321,6,야,일,1,1,0,0,0,경기,안산시,차대사람,차도통행중,차도통행중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,941746.0,1920547.0,126.8428534,37.28203032
2018,2018041015,35,주,화,1,1,0,0,0,경기,수원시,차대차,측면충돌,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,자전거,자전거,화물차,화물차,955437.0,1917833.0,126.997454,37.25832386
2018,2018042209,30,주,일,1,10,3,2,4,경기,용인시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,964861.9,1920863.9,127.1035947,37.2860472
2018,2018072016,0,주,금,1,4,1,2,0,서울,송파구,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,승용차,승용차,968321.0,1944464.0,127.1416059,37.4988946
2018,2018051204,25,야,토,1,2,1,0,0,경기,안성시,차대차,측면충돌,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,승용차,승용차,승합차,승합차,969832.0,1887054.0,127.1610254,36.98145698
2018,2018072310,55,주,월,1,4,1,2,0,경기,평택시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,특수차,특수차,승용차,승용차,944016.0,1886366.0,126.8710141,36.97407285
2018,2018052916,55,주,화,1,1,0,0,0,경기,화성시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,단일로,기타단일로,승합차,승합차,보행자,보행자,948148.0,1903183.0,126.9162755,37.12589621
2018,2018052514,30,주,금,1,1,0,0,0,경기,화성시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,946067.0,1906123.0,126.892638,37.15227886
2018,2018042922,5,야,일,1,2,1,0,0,경기,화성시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,보행자,보행자,953327.0,1913654.0,126.9739218,37.22055229
2018,2018100205,8,야,화,1,2,0,1,0,경기,화성시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,건설기계,건설기계,938437.0,1920972.0,126.8054928,37.28564788
2018,2018092210,20,주,토,1,1,0,0,0,경기,부천시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승합차,승합차,자전거,자전거,940066.0,1948625.0,126.8216248,37.53499553
2018,2018070223,23,야,월,1,1,0,0,0,경기,부천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,938420.0,1948363.0,126.8030175,37.53252565
2018,2018081116,55,주,토,1,2,0,1,0,강원,춘천시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1004865.8,1974269.0,127.5552473,37.76807153
2018,2018011817,55,주,목,1,1,0,0,0,강원,강릉시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1124529.0,1972684.0,128.9134583,37.7453224
2018,2018080808,37,주,수,1,1,0,0,0,강원,강릉시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1118002.0,1970607.0,128.839056,37.72747196
2018,2018102317,10,주,화,1,1,0,0,0,강원,원주시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,주차장,주차장,화물차,화물차,보행자,보행자,1039099.0,1927001.0,127.9414118,37.341207
2018,2018010212,35,주,화,1,1,0,0,0,강원,속초시,차대차,측면충돌,측면충돌,운전자법규위반,차로위반(진로변경 위반),기타,기타,승용차,승용차,이륜차,이륜차,1095344.0,2023327.0,128.5889813,38.20518929
2018,2018091906,30,주,수,1,2,0,1,0,강원,양양군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,기타,기타,농기계,농기계,없음,없음,1100393.0,2004839.0,128.6440359,38.03804659
2018,2018052522,35,야,금,1,1,0,0,0,강원,속초시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,1094149.0,2022513.0,128.5752268,38.19798014
2018,2018081809,55,주,토,1,1,0,0,0,강원,양양군,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,1098824.0,2001256.0,128.6256653,38.00593236
2018,2018110510,5,주,월,1,2,0,1,0,강원,홍천군,차대차,기타,기타,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,승용차,승용차,1041743.4,1963858.3,127.9733582,37.67329954
2018,2018033111,20,주,토,2,2,0,0,0,강원,홍천군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1057800.0,1969754.0,128.155894,37.72556488
2018,2018071518,45,야,일,1,1,0,0,0,강원,평창군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,1084312.2,1947802.3,128.4541803,37.5256738
2018,2018101415,50,주,일,1,1,0,0,0,강원,횡성군,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,1052932.0,1944875.0,128.0988556,37.5016249
2018,2018100618,20,야,토,2,4,2,0,0,강원,횡성군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,화물차,화물차,1041697.0,1944564.0,127.9717333,37.49939774
2018,2018040610,10,주,금,1,1,0,0,0,강원,횡성군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1046441.0,1948514.0,128.0256516,37.53477361
2018,2018070808,30,주,일,1,1,0,0,0,강원,인제군,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,1049426.0,1993163.0,128.0624728,37.93703413
2018,2018080423,0,야,토,1,1,0,0,0,강원,인제군,차대차,측면충돌,측면충돌,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,자전거,자전거,1073807.0,2022270.0,128.3429126,38.197688
2018,2018040505,43,야,목,1,1,0,0,0,강원,고성군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,1088115.7,2040019.9,128.5085138,38.35634693
2018,2018042523,11,야,수,1,1,0,0,0,강원,고성군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,1087265.0,2042300.1,128.4990611,38.37697706
2018,2018091808,47,주,화,1,1,0,0,0,강원,고성군,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,건설기계,건설기계,이륜차,이륜차,1091994.0,2029335.0,128.5515043,38.25967617
2018,2018091920,35,야,수,1,1,0,0,0,강원,고성군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,1088295.0,2026067.0,128.5088233,38.23059904
2018,2018072019,48,야,금,1,1,0,0,0,강원,고성군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,기타,기타,이륜차,이륜차,없음,없음,1081651.0,2042483.0,128.4348181,38.37915527
2018,2018050405,18,야,금,1,1,0,0,0,강원,철원군,차량단독,공작물충돌,공작물충돌,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,없음,없음,992139.0,2027306.0,127.4101632,38.2460667
2018,2018110611,45,주,화,1,1,0,0,0,강원,동해시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1141743.5,1943895.8,129.1032045,37.48343766
2018,2018022111,40,주,수,1,1,0,0,0,강원,동해시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,이륜차,이륜차,1141618.1,1950720.9,129.1031018,37.5449518
2018,2018062904,15,야,금,1,2,0,1,0,강원,춘천시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,기타,기타,화물차,화물차,화물차,화물차,1012135.1,1971116.4,127.6377315,37.73958876
